leg_no,anzahl_personal,person_1_name,person_1_att1,person_1_att2,person_1_att3,person_1_ca,person_1_cp,person_2_name,person_2_att1,person_2_att2,person_2_att3,person_2_ca,person_2_cp,person_3_name,person_3_att1,person_3_att2,person_3_att3,person_3_ca,person_3_cp,person_4_name,person_4_att1,person_4_att2,person_4_att3,person_4_ca,person_4_cp,person_5_name,person_5_att1,person_5_att2,person_5_att3,person_5_ca,person_5_cp,person_6_name,person_6_att1,person_6_att2,person_6_att3,person_6_ca,person_6_cp,person_7_name,person_7_att1,person_7_att2,person_7_att3,person_7_ca,person_7_cp,person_8_name,person_8_att1,person_8_att2,person_8_att3,person_8_ca,person_8_cp,person_9_name,person_9_att1,person_9_att2,person_9_att3,person_9_ca,person_9_cp,crew_group_A,crew_group_B,crew_group_B2,crew_group_C,crew_group_Start,change_person_1,change_person_2,change_person_3,change_person_4,change_person_5,change_person_6,change_person_7,change_person_8,change_person_9
271982230,5,Faith Dixon,nan,nan,nan,1,0,Robert Parrish,nan,nan,nan,1,0,Megan Perez,nan,nan,nan,0,1,Jacob Nelson,nan,nan,nan,1,0,James Ellis,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271960148,6,Rhonda Mckee,nan,nan,nan,1,0,Sarah Escobar,121,52,45,0,1,Joan Martin,nan,nan,nan,1,0,Julia Hale,nan,nan,nan,1,0,Samantha Porter,nan,nan,nan,1,0,Paula Andersen,121,52,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,cp,,,,,,,
272025256,6,Katrina Tran,134,34,50,1,0,Jeremy Reynolds,134,34,50,0,1,Elizabeth Campbell,134,34,50,1,0,Mark Allen,134,34,50,1,0,Seth Mccoy,134,34,50,0,1,Rita Bowman,134,34,50,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271990991,5,Carrie Moore,114,58,50,0,1,Matthew Barr,114,58,50,1,0,William Wheeler MD,114,58,50,1,0,Chelsea Collins,114,58,50,1,0,Deanna Johnson,114,58,50,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271962974,6,Michael Long,142,54,50,1,0,Ryan Thompson,nan,nan,nan,0,1,Victoria Rhodes,nan,nan,nan,1,0,Lydia Carpenter,142,54,50,0,1,William Douglas,142,54,50,1,0,Megan Taylor,142,54,50,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,cp,ca,ca,,,,,
271993629,5,Kaitlyn Young,112,67,55,1,0,Eric Bennett,112,67,55,0,1,Sharon Baker,112,67,55,1,0,Kristine Taylor,112,67,55,0,1,Thomas Brown,112,67,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271980860,5,Mary Vazquez,nan,nan,nan,1,0,Kendra Andersen,nan,nan,nan,0,1,Patricia Moore,nan,nan,nan,0,1,Scott Carter,nan,nan,nan,1,0,Michael Duncan,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272012991,6,Audrey Mcclure,nan,nan,nan,1,0,Sandra Haynes,nan,nan,nan,1,0,Patricia Porter,nan,nan,nan,0,1,Connie Wilson,nan,nan,nan,1,0,Rebecca Anderson,nan,nan,nan,0,1,Robert Johnson,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271994870,5,Patrick King,nan,nan,nan,0,1,Elizabeth Garcia,nan,nan,nan,0,1,Nancy Parker,nan,nan,nan,1,0,Jonathan Ortega,nan,nan,nan,1,0,Christopher Gutierrez,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271958838,5,Shannon Schmidt,nan,nan,nan,0,1,Miss Brenda Robinson MD,nan,nan,nan,1,0,Lisa Jones,nan,nan,nan,1,0,Scott Sullivan II,nan,nan,nan,0,1,Jonathan Bruce,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272196048,6,Laura Hester,104,96,95,1,0,Emily Price,104,96,95,1,0,Angela Kennedy,nan,nan,nan,1,0,Sarah Keith,104,96,95,0,1,Perry Martin,104,96,95,0,1,Stephen Martin,104,96,95,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,cp,cp,ca,,,,
272194171,7,Sherri Wolf,nan,nan,nan,1,0,Natasha Meyer,nan,nan,nan,1,0,Douglas Huff,nan,nan,nan,0,1,Stephanie Jackson,nan,nan,nan,0,1,Michael Mason,nan,nan,nan,0,1,Kimberly Case,nan,nan,nan,1,0,Melissa Walton,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272188763,5,Jonathan Walters,144,52,60,1,0,Tanner Ramos,144,52,60,1,0,Leslie Coleman,144,52,60,1,0,Valerie Wilson,144,52,60,0,1,Melissa Stewart,144,52,60,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272019196,4,Zachary Ferguson,162,2,45,0,1,Kathy Lane,164,32,40,0,1,Melissa Keller,106,58,55,1,0,Troy Hubbard,163,45,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,cp,,,,,,,,
272030182,4,Tony Wood,169,-48,40,1,0,Dorothy Wang,169,-48,40,1,0,Alex Pittman,169,-48,40,0,1,Trevor Simpson,169,-48,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272012571,6,Anna Haynes,nan,nan,nan,0,1,Jennifer Todd,138,55,45,1,0,Tyler Ward DDS,138,55,45,1,0,Timothy Bennett,138,55,45,1,0,Michael Kennedy,138,55,45,0,1,Bryan Murphy,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,ca,ca,ca,cp,,,,,
271993212,5,Jeffrey Johnson,151,45,40,0,1,Matthew Donaldson,151,45,40,1,0,Michael Johnson,151,45,40,1,0,Christine Kline,151,45,40,0,1,Christopher Arellano,151,45,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271984088,4,Robert Burgess,158,61,55,1,0,Derek Sweeney,158,61,55,0,1,Eric Coleman,158,61,55,1,0,Katie Gallegos,158,61,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272191515,5,Andrew Garcia,125,72,70,1,0,Sean Evans,125,72,70,1,0,Frederick Smith,125,72,70,0,1,Todd Olson,125,72,70,0,1,Stephanie Ryan,125,72,70,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
272003594,4,Cynthia Wallace,nan,nan,nan,0,1,Mark Gross,nan,nan,nan,1,0,Michele Salinas,nan,nan,nan,0,1,Samuel Johnson,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272207535,4,Cynthia Gutierrez,165,10,50,0,1,Cory Johnson Jr.,165,10,50,1,0,Crystal White,165,10,50,1,0,Maria Lindsey,165,10,50,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
272017188,4,Shannon Mora,nan,nan,nan,1,0,Dean Collins,nan,nan,nan,0,1,Louis Jensen,164,42,50,0,1,Brenda Ramirez,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,,,,,,,,
272200417,6,Mrs. Brenda Davidson,nan,nan,nan,0,1,Adrian Hughes,nan,nan,nan,1,0,Diana Garrett,156,22,45,1,0,Beth Lloyd,nan,nan,nan,1,0,Edward Medina,nan,nan,nan,0,1,Tammy Mullins,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,,,,,,,,
272014955,6,Amanda Orr,127,65,70,0,1,Erica Anderson,127,65,70,0,1,Joseph Stewart,127,65,70,1,0,Shari Johnson,127,65,70,1,0,Candace Lee PhD,127,65,70,1,0,Joseph Davis,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,cp,cp,ca,ca,ca,,,,
272186759,6,Joshua Dodson,157,55,45,1,0,Veronica Stone,157,55,45,1,0,Dominic Horton,157,55,45,1,0,Zachary Mcgrath,157,55,45,0,1,Kevin Brady,157,55,45,0,1,Tyler Bailey,157,55,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272201401,4,Daniel Fox,162,17,60,0,1,Debra Johnson DVM,162,17,60,1,0,Dawn Gutierrez,nan,nan,nan,1,0,Benjamin Ochoa,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,ca,,,,,,,
272206242,4,Samantha Anderson,nan,nan,nan,0,1,Lorraine Lewis,163,60,60,0,1,Aaron Stokes,162,17,60,1,0,Kathy Figueroa,164,47,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,ca,,,,,,,,
272014579,6,Ricardo Baker,nan,nan,nan,0,1,Jeffrey Wade,154,53,50,1,0,Devon Boone,nan,nan,nan,1,0,Amanda Lindsey,nan,nan,nan,0,1,Annette Ball,nan,nan,nan,1,0,Lisa Rangel,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,True,False,ca,,,,,,,,
272338662,6,Ruth Massey,161,49,50,1,0,Cathy Howell,161,49,50,1,0,Robert Goodwin,161,49,50,1,0,John Ward,161,49,50,0,1,Frank Chaney,161,49,50,0,1,Michael Juarez,161,49,50,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
272175539,6,David Wolf,148,64,65,1,0,Anita Choi MD,148,64,65,1,0,Stephanie Perez,148,64,65,1,0,Gabrielle Gonzalez,148,64,65,1,0,Ashley Singleton,148,64,65,0,1,Benjamin Mckenzie,148,64,65,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
272202984,5,Robert Horn,118,45,50,0,1,Michael Henry,118,45,50,1,0,Sarah Walker,118,45,50,0,1,Angel Green,118,45,50,1,0,Brady Martinez,118,45,50,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272213999,7,Joseph Garcia,nan,nan,nan,1,0,Sonia Owen,nan,nan,nan,0,1,Sonya Jones,nan,nan,nan,1,0,Julie West,nan,nan,nan,1,0,Emily Dudley,nan,nan,nan,1,0,Robert Barron,nan,nan,nan,0,1,Cynthia Blake,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272001632,8,Alejandra Morrow,116,49,50,1,0,Andrew Martin,116,49,50,1,0,Dawn Dunn,116,49,50,1,0,Randy Sanders,116,49,50,1,0,Jacqueline Nicholson,116,49,50,0,1,Jose Mejia,116,49,50,1,0,Kayla Butler,116,49,50,0,1,Jamie Taylor,116,49,50,1,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272193980,6,Jennifer Sanford,nan,nan,nan,1,0,Gregory Barron,nan,nan,nan,1,0,Dr. Jillian Peters,nan,nan,nan,1,0,James Shaffer MD,nan,nan,nan,0,1,Franklin Flores,nan,nan,nan,0,1,Mike Morton,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272212864,6,Elizabeth Miller,152,25,75,0,1,Aaron Allen,152,25,75,1,0,Dr. John Anthony,152,25,75,1,0,Marcus Little,152,25,75,0,1,Andrew Smith,152,25,75,1,0,Wayne Butler,152,25,75,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272007241,5,Courtney Pittman,141,66,75,0,1,Jasmine Torres,141,66,75,1,0,Danielle Harrison,141,66,75,1,0,Morgan Rodriguez,141,66,75,0,1,Jonathan Parker,141,66,75,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272229274,5,Laurie Sandoval,147,70,80,1,0,Candice Johnson,147,70,80,1,0,Yvonne Bennett,147,70,80,0,1,Matthew Parker,147,70,80,0,1,Mitchell Thomas,147,70,80,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271989732,5,Beverly Baker DVM,132,57,70,0,1,Courtney Campbell,132,57,70,0,1,Brandon Pearson,132,57,70,1,0,David Bennett,132,57,70,1,0,Michelle Kelly,132,57,70,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271975552,4,Emily Clark,nan,nan,nan,1,0,Cameron Lambert,nan,nan,nan,0,1,Robert Hernandez,nan,nan,nan,0,1,Larry Knight,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272188825,5,Ronald Shaffer,nan,nan,nan,1,0,Rebecca Small,nan,nan,nan,0,1,Craig Henry,nan,nan,nan,1,0,Jennifer Yoder,nan,nan,nan,1,0,Angie Smith,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271969086,6,Courtney Smith,nan,nan,nan,0,1,Elizabeth Schwartz,nan,nan,nan,0,1,Alec Rodriguez,nan,nan,nan,1,0,Zachary Smith,nan,nan,nan,1,0,Jason Powell,nan,nan,nan,1,0,Lisa West,174,47,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,,,,,,,,
272197712,5,Daniel Gray,nan,nan,nan,1,0,Gabriel Mcdaniel,nan,nan,nan,1,0,Amanda Potter,nan,nan,nan,0,1,Diane Vega,nan,nan,nan,1,0,Linda Herrera,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271972612,5,Teresa Carter,nan,nan,nan,0,1,Cheryl Porter,nan,nan,nan,1,0,Jennifer Clements,nan,nan,nan,1,0,Gilbert Morales,nan,nan,nan,1,0,Christy Carey,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272005435,4,Matthew Young,179,6,35,0,1,Brittany Vazquez,179,6,35,1,0,Melissa Davis,179,6,35,0,1,Stephanie Anderson,179,6,35,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272013201,6,Robert Johnson,196,34,45,1,0,Audrey Mcclure,196,34,45,1,0,Sandra Haynes,196,34,45,1,0,Patricia Porter,196,34,45,0,1,Connie Wilson,196,34,45,1,0,Rebecca Anderson,196,34,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272193378,6,Kristi Jarvis,nan,nan,nan,1,0,Eric Davis,nan,nan,nan,0,1,Carol Brown MD,nan,nan,nan,1,0,Roy Walker DDS,nan,nan,nan,1,0,Stephanie Alvarado,nan,nan,nan,0,1,Caroline Bell,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272012781,6,Michael Kennedy,198,39,45,0,1,Anna Haynes,198,39,45,0,1,Bryan Murphy,198,39,45,0,1,Jennifer Todd,198,39,45,1,0,Tyler Ward DDS,198,39,45,1,0,Timothy Bennett,198,39,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271982341,5,James Ellis,184,37,40,0,1,Faith Dixon,184,37,40,1,0,Robert Parrish,184,37,40,1,0,Megan Perez,184,37,40,0,1,Jacob Nelson,184,37,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272338840,6,Katie Thomas,nan,nan,nan,1,0,David Ramirez,nan,nan,nan,1,0,Timothy Avila,nan,nan,nan,0,1,Miss Melissa Peters DVM,nan,nan,nan,1,0,Bradley Hardy,nan,nan,nan,0,1,George Martinez,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272023771,8,Daniel Keith,124,60,60,1,0,Nancy Clark,124,60,60,1,0,Ivan Evans,124,60,60,0,1,Adam Morrison,124,60,60,1,0,Ashley Rice,124,60,60,1,0,Paul Kim,124,60,60,1,0,Rodney Duncan,124,60,60,1,0,Crystal Pena,124,60,60,0,1,,,,,0,0,True,False,False,False,False,,,,,,,,,
272003804,4,Samuel Johnson,200,28,40,1,0,Cynthia Wallace,200,28,40,0,1,Mark Gross,200,28,40,1,0,Michele Salinas,200,28,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272198046,5,Kristine Taylor,187,37,40,0,1,Kaitlyn Young,187,37,40,1,0,Thomas Brown,187,37,40,1,0,Eric Bennett,187,37,40,0,1,Sharon Baker,187,37,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272023351,6,Lisa Taylor,178,32,40,0,1,Casey Silva,178,32,40,1,0,Alexis Sampson,178,32,40,1,0,Jeffrey Webb,178,32,40,1,0,Sandra Davis,178,32,40,1,0,Mark Hull,178,32,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271984294,4,Derek Sweeney,203,15,40,0,1,Katie Gallegos,203,15,40,0,1,Eric Coleman,203,15,40,1,0,Robert Burgess,203,15,40,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271991141,5,Carrie Moore,185,36,45,0,1,Matthew Barr,185,36,45,1,0,William Wheeler MD,185,36,45,1,0,Chelsea Collins,185,36,45,1,0,Deanna Johnson,185,36,45,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271969261,5,Justin Li,nan,nan,nan,1,0,Phyllis Wong,nan,nan,nan,0,1,David Long,nan,nan,nan,1,0,Kelly Lane,nan,nan,nan,1,0,Victoria Martinez,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272025466,6,Jeremy Reynolds,195,39,45,0,1,Katrina Tran,195,39,45,1,0,Mark Allen,195,39,45,1,0,Seth Mccoy,195,39,45,0,1,Rita Bowman,195,39,45,1,0,Elizabeth Campbell,195,39,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271987564,6,Michelle Murray,186,34,40,0,1,James Brown,186,34,40,1,0,Heather Oneill,186,34,40,1,0,Edward Reed,186,34,40,1,0,Lori Paul,186,34,40,1,0,Allison Yoder,186,34,40,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272210728,4,Shannon Mora,207,27,55,1,0,Brenda Ramirez,207,27,55,1,0,Dean Collins,207,27,55,0,1,Louis Jensen,207,27,55,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271982892,6,Robin Miller,183,46,55,0,1,Stacey Green,183,46,55,1,0,Melissa Hill,183,46,55,1,0,Paula Fletcher,183,46,55,1,0,Sarah Harris,183,46,55,1,0,Casey Hull,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,cp,ca,ca,ca,ca,,,,
272015165,6,James Gardner,nan,nan,nan,1,0,Jeffrey Castillo,nan,nan,nan,0,1,Chad Chen,nan,nan,nan,1,0,Alexandra Nelson,nan,nan,nan,0,1,Robert Morse,nan,nan,nan,1,0,Joseph Davis,209,38,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,,,,,,,,
271960344,6,Joan Martin,177,61,45,1,0,Julia Hale,177,61,45,1,0,Samantha Porter,177,61,45,1,0,Rhonda Mckee,177,61,45,1,0,Susan Mendez,nan,nan,nan,0,1,Elizabeth Barrett,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,ca,ca,ca,,,,,
271995080,5,Patrick King,181,61,45,0,1,Elizabeth Garcia,181,61,45,0,1,Nancy Parker,181,61,45,1,0,Jonathan Ortega,181,61,45,1,0,Christopher Gutierrez,181,61,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272184361,6,Victoria Rhodes,188,42,45,1,0,Jose Trujillo,nan,nan,nan,1,0,Mckenzie Reed,nan,nan,nan,0,1,Kristie Lopez,nan,nan,nan,1,0,Danny Blackburn,nan,nan,nan,0,1,Tracy Martin,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,ca,,,,,,,,
272026246,6,Katherine Smith,143,58,75,0,1,Teresa Kennedy,143,58,75,1,0,Chelsea Willis,143,58,75,1,0,Valerie Wallace,143,58,75,1,0,Jeremy Francis,143,58,75,0,1,Jennifer Robinson,143,58,75,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271959048,5,Jordan Harris,nan,nan,nan,0,1,Stacy Winters,nan,nan,nan,0,1,Heidi Gutierrez,nan,nan,nan,1,0,Sherri Campbell,nan,nan,nan,1,0,Kyle Mcdonald,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271955983,5,Yesenia Patterson,nan,nan,nan,1,0,Gregory Simmons,nan,nan,nan,1,0,Curtis Rice,nan,nan,nan,1,0,Oscar Brown,nan,nan,nan,0,1,Michael Frye,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271998879,6,Diana Garrett,205,33,45,1,0,Adrian Hughes,205,33,45,1,0,Beth Lloyd,205,33,45,1,0,Edward Medina,205,33,45,0,1,Mrs. Brenda Davidson,205,33,45,0,1,Tammy Mullins,205,33,45,1,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272026666,7,Adam Flores,150,48,75,1,0,Tiffany Turner,150,48,75,1,0,James Taylor,150,48,75,0,1,Timothy Perez,150,48,75,1,0,Melissa Michael,150,48,75,0,1,Joann Martinez,150,48,75,1,0,Jasmine Thompson,150,48,75,1,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272030328,4,Tony Wood,222,-28,75,1,0,Dorothy Wang,222,-28,75,1,0,Alex Pittman,222,-28,75,0,1,Trevor Simpson,222,-28,75,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272192034,5,Rhonda Montoya,nan,nan,nan,1,0,Seth Hutchinson,nan,nan,nan,1,0,Joshua Phillips,nan,nan,nan,1,0,Reginald Grant,nan,nan,nan,0,1,Christine Tran,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272096846,6,Patrick Henry,nan,nan,nan,1,0,Jennifer Adams DDS,192,39,65,0,1,Sarah Martin,192,39,65,1,0,Julie Williams,192,39,65,1,0,Laura Nelson,192,39,65,1,0,Corey Stewart,192,39,65,0,1,,,,,0,0,,,,,0,0,,,,,0,0,False,False,True,False,False,cp,ca,ca,ca,cp,,,,
271977232,5,Crystal Miles,193,30,55,1,0,Casey Rodriguez,193,30,55,0,1,Larry Smith,193,30,55,1,0,Amanda Green,193,30,55,0,1,Kayla Howard,193,30,55,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,True,False,False,False,,,,,,,,,
271979261,5,Stephanie Mathews,nan,nan,nan,0,1,Donald Torres,nan,nan,nan,1,0,Robert Stark,nan,nan,nan,1,0,Megan Reed,nan,nan,nan,1,0,Stephanie Watson,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272000277,5,Jeremy Ford,nan,nan,nan,0,1,David Cruz,nan,nan,nan,1,0,Amanda Aguilar,nan,nan,nan,1,0,Vickie Cain,nan,nan,nan,1,0,Parker Kent,nan,nan,nan,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272201611,4,Sara Myers,nan,nan,nan,0,1,Leah Jones,nan,nan,nan,1,0,Kenneth Ruiz,nan,nan,nan,0,1,Ashlee Martin,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272010336,4,Crystal White,218,13,75,1,0,Cynthia Gutierrez,218,13,75,0,1,Cory Johnson Jr.,218,13,75,1,0,Maria Lindsey,218,13,75,0,1,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
271997470,6,Anna Burch,nan,nan,nan,1,0,Jacob Williams,nan,nan,nan,0,1,Donna Vazquez,nan,nan,nan,0,1,Karen Garcia DDS,nan,nan,nan,1,0,Robert Thomas,nan,nan,nan,1,0,Tara Burton,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272021406,5,Tyler Mcdonald,nan,nan,nan,1,0,Amy Hughes,nan,nan,nan,0,1,Mary Oconnor,nan,nan,nan,0,1,Michelle Jones,nan,nan,nan,1,0,Nicholas Coleman,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272020330,6,Marilyn Mitchell,nan,nan,nan,1,0,Christopher Castro,nan,nan,nan,0,1,Dwayne Mullins,nan,nan,nan,1,0,Amy Ryan,nan,nan,nan,1,0,Krista Hughes,nan,nan,nan,0,1,David Brooks,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
271991663,6,Laurie Lee,nan,nan,nan,0,1,Sean Weeks,nan,nan,nan,1,0,Jacob Davis,nan,nan,nan,0,1,Lori Gray,nan,nan,nan,1,0,Mary Pham,nan,nan,nan,1,0,Mrs. Melissa Matthews,nan,nan,nan,1,0,,,,,0,0,,,,,0,0,,,,,0,0,False,False,False,False,True,,,,,,,,,
272008381,4,Samantha Anderson,202,67,80,0,1,Lorraine Lewis,202,67,80,0,1,Kathy Figueroa,202,67,80,1,0,Aaron Stokes,202,67,80,1,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
272014757,6,Devon Boone,204,55,60,1,0,Lisa Rangel,204,55,60,1,0,Ricardo Baker,204,55,60,0,1,Jeffrey Wade,204,55,60,1,0,Annette Ball,204,55,60,1,0,Amanda Lindsey,204,55,60,0,1,,,,,0,0,,,,,0,0,,,,,0,0,True,False,False,False,False,,,,,,,,,
